俳句,作者,季語,季節,出典,前書,評言,評者,備考
隙間入る雪四十なる平教師,能村登四郎,雪,冬,,,,,
履歴書の手擦れてもどる俄雪,能村登四郎,雪,冬,,,,,
鐵筆をしびれて放す冬の暮,能村登四郎,冬の暮,冬,,,,,
洗上げ白菜も妻もかゞやけり,能村登四郎,白菜,冬,,,,,
流寓の冬みどりなす苜蓿,能村登四郎,冬,冬,,,,,
子とみれば雪ゆたかなり童話劇,能村登四郎,雪,冬,,,,,
夏つばめ同齡者みな一家なす,能村登四郎,夏燕,夏,,,,,
今日の授業誤ちありし青葉木萸,能村登四郎,青葉木菟,夏,,,,,
風まぎる萩ほつほつと御母衣（みぼろ）村,能村登四郎,萩,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
夕霧の嶺に泛ぶ湖面標識よ,能村登四郎,夕霧,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
羽蟻ふり峽のラジオは悲歌に似て,能村登四郎,羽蟻,夏,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
曉紅に露の藁屋根合掌す,能村登四郎,露,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
優曇華や寂と組まれし父祖の梁,能村登四郎,優曇華,夏,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
大家族の椀箸あらふ露の井に,能村登四郎,露,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
露の日輪戸に立つ母氏死守の旗,能村登四郎,露,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
門川の爽にはやし村抗す,能村登四郎,爽やか,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
追はるべき墓か四五基が黍がくれ,能村登四郎,黍,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
秋燕をくらきが吸ふ遠山家,能村登四郎,秋燕,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
蜩や悲願合掌の一郷に,能村登四郎,蜩,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
露の朝日きらりと負ひし荒鋸に,能村登四郎,露,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
秋づきし母の嶺負ひし檜挽き,能村登四郎,秋,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
露の山川母郷とよびて亡びむか,能村登四郎,露,秋,,合掌部落抄（湖底に沈む飛騨白川村にて）,,,合掌部落抄（湖底に沈む飛騨白川村にて）
男鹿に冬ふかむ廢船壞（こぼ）ちつゝ,能村登四郎,冬,冬,,,,,
赤い日の出の凧の荷着けり碕の店,能村登四郎,凧,春,,,,,
冬あをき椿葉にほひ部落婚,能村登四郎,冬,冬,,,,,
冬濱に鋸屑なだれ匂ひをり,能村登四郎,冬,冬,,,,,
刳り舟に冬浪とほく泡立てる,能村登四郎,冬浪,冬,,,,,
鼻梁の白いよいよ深め馬たちに冬,能村登四郎,冬,冬,,,,,
己が糞踏み馬たちに冬長からむ,能村登四郎,冬,冬,,,,,
鮭の切身の鮮紅に足止むる旅,能村登四郎,鮭,秋,,,,,
凧の子の恍惚の眼に明日なき潟,能村登四郎,凧,春,,,,,
潟人の大長靴が枯るゝ戸に,能村登四郎,枯,冬,,,,,
夫は出稼鍋墨を枯るゝ潟に流し,能村登四郎,枯,冬,,,,,
冬（シヨ）垣結ひ結氷前の唇緘づる,能村登四郎,冬,冬,,,,,
紺の厚司で魚賣る水産高校生,能村登四郎,厚司,冬,,,,,
煙管たたきて水洟漁夫の不漁（しけ）ばなし,能村登四郎,水洟,冬,,,,,
驛にころがる出稼の荷と鮭の荷と,能村登四郎,鮭,秋,,,,,
魚雷の丸胴蜥蜴這い廻りて去りぬ,金子兜太,蜥蜴,夏,,,,,
芽立つじやがたら積みあげ肉體というもの,金子兜太,種芋,春,,,,,
艀の夕餉に倉庫を曲るまで見られ,金子兜太,無季,無季,,,,,
昨日につゞく死の雨の夜工場暮し,鈴木六林男,,無季,,,,,
春風の朝隅々に主婦の智慧,飯田龍太,春風,春,,,,,
男獲るための秋空日暮れくる,飯田龍太,秋空,秋,,ジャンジャン横町,,,ジャンジャン横町
生ま血喀き齡深まれり夜の秋,目迫秩父,夜の秋,秋,,,,,
爛熟の柿よ蠅まで眞赤にす,目迫秩父,柿,秋,,,,,
乞食に一つ重いホームの秋のベンチ,金子兜太,秋,秋,,,,,
輕快に黄色い朝の尿を殘す,金子兜太,,無季,,,,,
石炭を口開け見惚れ旅すゝむ,金子兜太,,無季,,,,,
手が長くだるし赤茶けた製鋼煙,金子兜太,,無季,,,,,
空の深みに紙片港灣夫の夕餉,金子兜太,,無季,,,,,
強し青年干潟に玉葱腐る日も,金子兜太,玉葱,夏,,,,,
頓狂汽笛に應える汽笛冬夜長し,鈴木六林男,冬夜,冬,,,,,
汽罐車（かま）の下闇寒く徹夜の火花散らす,鈴木六林男,寒い,冬,,,,,
不眠の朝牡丹の赤芽法華の鼓,鈴木六林男,牡丹,春,,,,,
放射能雨むしろ明るし雜草と雀,鈴木六林男,,無季,,,,,
眠れぬ夜萬の蛙の暗黒と,鈴木六林男,蛙,春,,,,,
青年の仕草聲は聽えず旱の谷,鈴木六林男,旱,夏,,,,,
樹や岩や女ら眠り夜の瀧,鈴木六林男,瀧,夏,,,,,
岩壁に聲さだかなる夜の蟬,鈴木六林男,蟬,夏,,,,,
鐵臭芝生足の方向颱風來る,鈴木六林男,颱風,秋,,安治川デルタ,,,安治川デルタ
女吹かれ黒煙突から飢えはじまる,鈴木六林男,,無季,,安治川デルタ,,,安治川デルタ
山拓く少しの晴間を農婦かゞみ,鈴木六林男,,無季,,,,,
旅の疲れの夕ぐれ貫く嬰兒の聲,鈴木六林男,,無季,,,,,
未見の海へ急ぐ眼つむり悴みて,鈴木六林男,悴む,冬,,,,,
あとからあとから月の出寒い波頭,鈴木六林男,月,冬,,,,,
馬上の子に遠嶺ふくらむ裸の雲,飯田龍太,,無季,,,,,
尼寺の陽の熱量のうとましさ,飯田龍太,,無季,,,,,
野に臥して汗同臭の麥刈女,飯田龍太,麥,夏,,,,,
睡る子の手足ひらきて雷の風,飯田龍太,雷,夏,,,,,
遊ぶ白波異國みのりの雪なめらか,飯田龍太,雪,冬,,紅毛の旅人三四,,,紅毛の旅人三四
女中遠鳶眺めては睡からん,飯田龍太,,無季,,,,,
冬山を見に立ち咳かず臥處に咳く,目迫秩父,冬山,冬,,,,,
冴えて書の天金浮けり病世界,目迫秩父,冴える,冬,,,,,
遠く澄む歸雁の羽音さかんならむ,目迫秩父,歸雁,春,,,,,
夜蛙やくすり買ふ金敷寢して,目迫秩父,蛙,春,,,,,
夜蛙や歸郷促す母の文,目迫秩父,蛙,春,,,,,
歸心浮きしづみ螢の夜をあゆむ,目迫秩父,螢,夏,,,,,
蟬鳴いて砂利山眞白歸郷せり,目迫秩父,蟬,夏,,,,,
梅雨雲のうするる咳の白枕,目迫秩父,梅雨,夏,,,,,
炎える地の微動もせざり肥汲むに,目迫秩父,炎え,夏,,,,,
浮き腰の病者を吹くや梅雨嵐,目迫秩父,梅雨,夏,,,,,
惻々と厚雲よりの雁の聲,目迫秩父,雁,秋,,,,,
昏睡や白露は珠幾重にも,目迫秩父,露,秋,,,,,
山鳩の鳴くや焚火の音の中,目迫秩父,焚火,冬,,,,,
飾らぬ一家に無花果蜂を集めて熟れ,金子兜太,無花果,夏,,,,,
稔る盆地に一途の煙マンの死へ,金子兜太,稔田,秋,,トーマス・マンの死,,,トーマス・マンの死
人生冴えて幼稚園より深夜の曲,金子兜太,,無季,,,,,
街娼に橋煌々と造られる,金子兜太,,無季,,,,,
雪夜の巨船浮ぶ小屋掛け靴屋の灯,金子兜太,雪,冬,,,,,
木の椅子をゆずる雪ふる夜のなか,金子兜太,雪,冬,,,,,
連絡船より主婦等出ずオートバイ殘し,金子兜太,,無季,,,,,
銀行員等朝より螢光す烏賊のごとく,金子兜太,,無季,,,,,
わが紙白し遠く日當る荷役あり,金子兜太,,無季,,,,,
港灣こゝに腐れトマトと泳ぐ子供,金子兜太,トマト,夏,,,,,
軍艦入港朝の艀に乳張らせ,金子兜太,,無季,,,,,
眞赤に塗つて日暮れ手洗う塗裝工,金子兜太,,無季,,,,,
霧笛なり壁にもたれる若い頭,金子兜太,霧笛,秋,,,,,
横とびの黄色い花火工區の子等,金子兜太,花火,夏,,,,,
熱中する青竹薮に働く聲,金子兜太,若竹,夏,,,,,
燈臺守とその妻夜の井戸潮鳴りす,金子兜太,,無季,,大濱崎燈臺にて,,,大濱崎燈臺にて
暗い汽罐車防塵眼鏡の顔つき出し,鈴木六林男,,無季,,,,,
操車場の西資本の巨塔ビール釀す,鈴木六林男,ビール,夏,,,,,
「冬の貨車は重い」機關士夜を徹す,鈴木六林男,冬,冬,,,,,
煙臭しこの機關士の永き冬,鈴木六林男,冬,冬,,,,,
我等に未來假眠より起き歩き居る,鈴木六林男,,無季,,,,,
「吹操銀座」晝荒涼と重量過ぎ,鈴木六林男,無季,無季,,,,,
思惟の船腹突堤汚れだぶつく午後,鈴木六林男,,無季,,,,,
ビヤホール明るし拳銃を磨く,鈴木六林男,ビヤホール,夏,,,,,
闇に停る機械のほてり職場愛す,鈴木六林男,,無季,,,,,
梅雨ビルの何處かで拍手僕等ひそか,鈴木六林男,梅雨,夏,,,,,
梅雨の雀走り貯炭の泥廣場,鈴木六林男,梅雨,夏,,,,,
冷氣の谷間遠き日射しへ愛語つゞく,鈴木六林男,冷,冬,,,,,
絶叫へ夜は蒼白の瀧跳る,鈴木六林男,瀧,夏,,,,,
腦痛む河波走り沸きたつデルタ,鈴木六林男,,無季,,安治川デルタ,,,安治川デルタ
遠くの颱風保護帽の黄がひしめき來る,鈴木六林男,颱風,秋,,安治川デルタ,,,安治川デルタ
蟻も歸るデルタ地帶を女歸る,鈴木六林男,蟻,夏,,安治川デルタ,,,安治川デルタ
露地に蒼い北國の星我等醉う,鈴木六林男,,無季,,,,,
訣れてすぐの空腹日本海濁る,鈴木六林男,,無季,,,,,
「善意も惡」のたそがれ防雪林黄ばみ,鈴木六林男,防雪林,冬,,,,,
冬來る北國汽車に尻向け何を獲る,鈴木六林男,冬,冬,,,,,
友の妻子を衞る冬旅濡れ田つゞき,鈴木六林男,冬,冬,,,,,
うつむく顔ばかり濡れ田に鋤ひかり,鈴木六林男,,無季,,,,,
線路際柄を草に差し洋傘乾す,鈴木六林男,,無季,,,,,
叡智の刻濡れ田夜となる北の國,鈴木六林男,,無季,,,,,
寒い日の保線の怒聲靜臥守る,鈴木六林男,寒い,冬,,,,,
聲を出し鐵置く海へ傾斜の地,鈴木六林男,,無季,,,,,
暗い平野仕事の聲で僚（とも）確かめ,鈴木六林男,,無季,,,,,
暮しの中の波音烏賊の白乾され,鈴木六林男,烏賊,夏,,,,,
男ら冲に岩場に紅き襁褓換える,鈴木六林男,,無季,,,,,
海の鷹・襁褓換えられしずかな瞳,鈴木六林男,鷹,冬,,,,,
眞水乏しはるか幾千の陽あたる墓,鈴木六林男,,無季,,,,,
沖の寒光素手を擧げては暗礁指す,鈴木六林男,寒,冬,,,,,
マラソン通過痰ぬらぬらと操短地區,鈴木六林男,,無季,,,,,
ボスに對う意志の黒靴足裏濡れ,鈴木六林男,,無季,,,,,
父に雨の牡丹の夕ぐれ痲疹子よ,鈴木六林男,牡丹,夏,,,,,
幸福肌にあり炎天の子供逹,飯田龍太,炎天,夏,,,,,
鍬の影鋭くあそぶ土の熱,飯田龍太,,無季,,,,,
極暑の夜父と隔たる廣襖,飯田龍太,極暑,夏,,,,,
陽の屋後青桃に蔦卷き垂れて,飯田龍太,青桃,夏,,,,,
月の道子の言葉掌に置くごとし,飯田龍太,月,秋,,,,,
春の嬰兒家の兩側に雀群れ,飯田龍太,春,春,,弟初見を上ぐ,,,弟初見を上ぐ
露深みきて少年の匂ひ消ゆ,飯田龍太,露,秋,,,,,
麥刈のあまたの背中閑な鳶,飯田龍太,麥,夏,,,,,
ビルの屋上暑氣水平に麥熟れて,飯田龍太,麥,夏,,,,,
秋の村田にはりつきて渚澄む,飯田龍太,秋,秋,,西下機上,,,西下機上
なびく秋草地を踏みしめて顔合す,飯田龍太,秋草,秋,,紅毛の旅人三四,,,紅毛の旅人三四
遊廓ひやゝか荷車よどみなく通る,飯田龍太,ひやゝか,秋,,大阪天王寺界隈,,,大阪天王寺界隈
秋の路上死に隣りして嬰を抱く,飯田龍太,秋,秋,,ジャンジャン横町,,,ジャンジャン横町
遊廓の路ひろくとぶ子と落葉,飯田龍太,落葉,秋,,ジャンジャン横町,,,ジャンジャン横町
娼婦らにはや寒く張る西の空,飯田龍太,寒い,冬,,ジャンジャン横町,,,ジャンジャン横町
柚子の列斜めにほへる林檎の中,飯田龍太,柚子,秋,,ジャンジャン横町,,,ジャンジャン横町
露の土踏んで脚透くおもひあり,飯田龍太,露,秋,,,,,
花かげに秋夜目覺める子の遺影,飯田龍太,秋,秋,,,,,
晝深き葬後の濯ぎ日の落葉,飯田龍太,鵙,秋,,,,,
父母を呼ぶごとく夕鵙墓に搖れ,飯田龍太,鵙,秋,,,,,
枯れ果てて誰か火を焚く子の墓域,飯田龍太,枯,冬,,,,,
田に置いて秋の陽が透く酒の瓶,飯田龍太,秋,秋,,,,,
春耕の田や少年も個の數に,飯田龍太,春耕,春,,,,,
新緑の山道をゆく死の報せ,飯田龍太,新緑,夏,,,,,
過去も深し窓に西日の奥部落,飯田龍太,西日,夏,,,,,
風邪の子と麥刈を見る同じ窓,飯田龍太,麥,夏,,,,,
晝の汽車音のころがる枯れ故郷,飯田龍太,枯,冬,,,,,
滿月の冴えてみちびく家路あり,飯田龍太,滿月,秋,,,,,
青空に寒氣多感の雀ども,飯田龍太,寒,冬,,,,,
雀歩くたのしさ霜のトタン屋根,飯田龍太,霜,秋,,,,,
日向の老婆に廐廂の新しさ,飯田龍太,,無季,,,,,
雪山の朝日に顔の力拔く,飯田龍太,雪山,冬,,,,,
圓き川音切る人參の色やすらか,飯田龍太,人参,冬,,,,,
陽の果にうしほ顫へて松毟鳥（まつむしり）,飯田龍太,松毟鳥,春,,木の宮山荘,,,木の宮山荘
春晝の潮蒼々と妻子絶つ,飯田龍太,春晝,春,,木の宮山荘,,,木の宮山荘
墮市街の灯もあたたかし波を染む,飯田龍太,あたたか,春,,木の宮山荘,,,木の宮山荘
風ぬくし旅半ばより亡き子見ゆ,飯田龍太,暖か,春,,信州旅懐,,,信州旅懐
遠蛙やがて男の咳きこゆ,飯田龍太,蛙,春,,隣室相思と見ゆ,,,隣室相思と見ゆ
春風に飛ばしてならぬ子とたばこ,飯田龍太,春風,春,,,,,
北方に紅葉新たな森現ず,目迫秩父,紅葉,秋,,,,,
冬天にいよいよ引き離されて咳く,目迫秩父,冬天,冬,,,,,
蕪白し順縁に母送らねば,目迫秩父,蕪,冬,,,,,
行末を打消し打消し餅燒けり,目迫秩父,餅,新年,,,,,
石蕗咲いて夕日天國左右に子,目迫秩父,石蕗,冬,,,,,
雪仰ぎ臥すや毛穴のひらきたり,目迫秩父,雪,冬,,,,,
夕景の雲千變す巣の燕,目迫秩父,燕の巣,春,,,,,
遠く咲く櫻の熱の唇紅し,目迫秩父,櫻,春,,,,,
疣黒き蟇出て迎ふ故園荒れ,目迫秩父,蟇,夏,,,,,
黴厨匙きらきらと密集す,目迫秩父,黴,夏,,,,,
藥臭のしむ身を螢火に遠く,目迫秩父,螢,夏,,,,,
喀血や夕蟬遲れ鳴く中に,目迫秩父,蟬,夏,,,,,
目細めて涼むにあらぬ呼吸難,目迫秩父,涼,夏,,,,,
目つむりて荒野に曼珠沙華咲かす,目迫秩父,曼珠沙華,秋,,,,,
野分後の夕月白し失禁す,目迫秩父,野分,秋,,,,,
昏し昏し野分の空の搖るるたび,目迫秩父,野分,秋,,,,,
夜は森の家の燈見ゆる芋嵐,目迫秩父,芋嵐,秋,,,,,
風出でて末枯月夜亡びたり,目迫秩父,枯,冬,,,,,
土用波わが立つ崖は進むなり,目迫秩父,土用波,夏,雪無限,,,,
